pitch_acc,roll_acc,pitch_gyro,roll_gyro,pitch_comp,roll_comp
-65.92,3.19,-46.62,22.12,-63.65,2.96
-68.77,6.41,-48.44,22.60,-65.49,3.45
-72.09,0.65,-48.60,22.66,-65.68,3.50
-68.22,3.91,-48.28,22.81,-65.37,3.64
-69.84,1.90,-48.58,23.26,-65.70,4.09
-74.92,-0.05,-48.14,23.43,-65.30,4.24
-69.71,4.11,-47.74,23.58,-64.92,4.38
-70.40,4.21,-47.40,23.74,-64.61,4.55
-69.53,-0.98,-46.89,24.07,-64.12,4.85
-68.12,3.86,-45.44,24.19,-62.71,4.96
-67.14,1.35,-43.42,23.94,-60.72,4.69
-63.54,-0.33,-40.86,23.54,-58.18,4.28
-63.77,3.45,-37.14,23.21,-54.50,3.94
-57.09,-0.33,-33.16,23.08,-50.56,3.79
-53.08,-3.14,-30.41,23.31,-47.83,4.00
-51.18,1.48,-26.45,23.46,-43.91,4.13
-46.01,-2.46,-22.91,23.31,-40.40,3.96
-41.69,-0.23,-20.15,23.35,-37.66,3.98
-38.98,-0.36,-16.23,23.31,-33.76,3.92
-33.31,-0.61,-11.78,23.39,-29.34,3.98
-30.74,-0.33,-8.18,23.66,-25.76,4.23
-26.39,1.15,-4.26,23.94,-21.87,4.49
-22.88,1.54,-0.09,24.33,-17.72,4.87
-17.34,2.48,4.03,24.72,-13.62,5.24
-12.44,1.54,7.85,24.71,-9.82,5.23
-4.38,1.85,11.38,24.59,-6.29,5.08
-4.90,2.98,14.89,24.31,-2.79,4.80
3.94,3.60,18.80,24.06,1.13,4.54
7.62,1.02,21.25,23.92,3.59,4.39
7.26,2.57,22.70,23.59,5.05,4.05
9.17,2.63,23.52,23.36,5.87,3.82
8.37,2.39,23.74,23.35,6.09,3.80
8.15,1.85,23.93,23.18,6.28,3.62
7.11,2.25,23.78,22.79,6.14,3.22
10.56,-0.19,23.14,22.27,5.51,2.69
7.07,-1.41,22.82,22.01,5.19,2.42
4.34,-1.16,23.28,21.83,5.64,2.21
9.61,-2.40,23.51,21.46,5.88,1.83
7.86,0.81,24.37,21.57,6.74,1.93
10.29,0.24,25.56,21.75,7.93,2.10
11.01,2.02,27.82,21.64,10.19,1.99
12.03,-2.27,29.67,21.65,12.04,1.98
15.68,0.64,29.96,21.91,12.33,2.24
14.53,0.29,30.41,21.83,12.78,2.15
13.11,-0.53,30.11,21.63,12.48,1.94
16.09,-0.66,29.41,21.60,11.80,1.89
14.88,0.52,28.48,21.20,10.88,1.49
10.64,-0.79,27.21,21.04,9.60,1.32
7.59,-0.57,25.06,20.82,7.45,1.09
8.16,-0.27,23.21,20.66,5.61,0.92
4.22,-0.85,20.78,20.73,3.18,0.98
4.98,2.07,19.45,20.72,1.85,0.98
2.25,-1.63,19.40,20.69,1.80,0.93
1.99,-0.91,18.85,20.99,1.25,1.23
3.28,1.76,18.67,21.44,1.07,1.68
0.49,-1.61,18.65,21.58,1.04,1.80
1.51,-0.85,18.74,21.65,1.13,1.86
3.96,1.49,18.99,22.15,1.38,2.35
1.44,0.03,19.20,22.85,1.58,3.04
2.81,0.04,19.40,22.86,1.78,3.03
3.69,2.41,19.46,22.70,1.84,2.88
4.72,0.19,19.25,22.53,1.64,2.70
3.30,1.06,19.15,22.42,1.54,2.57
-1.18,9.09,17.28,21.31,-0.33,1.50
-0.12,1.37,16.44,21.31,-1.17,1.49
1.27,-2.21,16.31,21.31,-1.30,1.47
0.70,1.42,16.31,21.29,-1.30,1.46
-0.17,1.62,16.26,21.28,-1.34,1.45
-1.21,-1.42,16.22,21.29,-1.39,1.43
-0.53,-1.60,16.16,21.28,-1.46,1.42
3.20,-0.42,16.13,21.27,-1.47,1.39
0.44,-5.20,16.08,21.27,-1.52,1.37
2.65,-1.79,15.99,21.26,-1.60,1.35
1.97,-3.19,15.98,21.26,-1.60,1.33
3.58,-2.30,15.97,21.25,-1.59,1.30
4.97,-3.54,15.93,21.22,-1.61,1.25
6.25,0.82,15.94,21.22,-1.57,1.24
7.11,1.08,15.85,21.21,-1.64,1.23
6.74,3.12,15.82,21.19,-1.64,1.22
0.93,4.02,15.94,21.16,-1.51,1.20
-0.38,3.33,15.86,21.15,-1.59,1.19
3.19,1.94,15.80,21.13,-1.64,1.17
-3.31,4.26,15.88,21.11,-1.57,1.16
1.62,4.01,15.92,21.10,-1.53,1.17
4.94,3.15,15.88,21.11,-1.54,1.19
2.10,4.42,15.90,21.11,-1.52,1.19
0.04,2.66,15.92,21.08,-1.49,1.17
0.58,2.92,15.88,21.09,-1.53,1.19
-2.19,2.37,15.95,21.10,-1.47,1.20
0.09,-2.74,15.97,21.09,-1.44,1.17
-2.24,2.51,15.97,21.09,-1.46,1.18
-3.28,-1.41,16.03,21.07,-1.40,1.15
0.11,-2.29,16.03,21.06,-1.41,1.12
0.92,-1.57,15.95,21.06,-1.49,1.11
0.05,-2.98,15.89,21.06,-1.55,1.09
2.34,-3.87,15.81,21.04,-1.61,1.05
-1.47,-2.32,15.88,21.04,-1.55,1.03
-0.62,-0.73,15.85,21.04,-1.58,1.02
1.45,-2.56,15.78,21.03,-1.64,0.99
3.74,-3.06,15.70,21.01,-1.70,0.96
8.97,1.05,15.66,21.01,-1.71,0.96
6.33,2.37,15.65,21.00,-1.69,0.96
2.47,0.18,15.71,21.00,-1.62,0.95
0.52,4.17,15.85,20.99,-1.47,0.95
0.49,1.79,15.86,20.99,-1.47,0.95
1.97,-0.38,16.02,20.99,-1.29,0.94
0.38,-0.26,15.88,20.98,-1.44,0.93
1.85,-0.39,15.78,20.98,-1.52,0.92
2.29,-0.19,15.75,20.97,-1.55,0.91
0.81,-0.28,15.69,20.96,-1.61,0.89
1.95,0.07,15.69,20.95,-1.59,0.87
1.22,0.76,15.66,20.94,-1.62,0.86
1.68,0.72,15.66,20.93,-1.61,0.85
1.78,1.31,15.65,20.93,-1.61,0.85
1.75,-0.27,15.64,20.92,-1.61,0.84
1.66,-0.03,15.62,20.92,-1.62,0.83
1.92,0.15,15.61,20.91,-1.62,0.82
1.44,0.19,15.60,20.90,-1.63,0.81
1.66,0.60,15.59,20.90,-1.63,0.80
1.61,0.06,15.58,20.89,-1.64,0.79
1.59,0.12,15.57,20.88,-1.64,0.78
1.16,0.33,15.55,20.87,-1.65,0.76
1.61,0.12,15.54,20.87,-1.65,0.75
1.51,-0.08,15.53,20.87,-1.65,0.75
1.61,-0.03,15.52,20.86,-1.66,0.73
1.45,0.37,15.50,20.85,-1.67,0.72
1.48,0.31,15.50,20.84,-1.67,0.71
1.87,0.15,15.48,20.84,-1.67,0.71
1.73,0.23,15.47,20.83,-1.68,0.70
1.61,0.51,15.46,20.83,-1.68,0.69
1.58,0.51,15.44,20.83,-1.69,0.68
1.65,0.01,15.42,20.82,-1.70,0.67
1.57,-0.19,15.42,20.81,-1.70,0.66
1.40,0.35,15.40,20.80,-1.71,0.65
1.78,0.00,15.38,20.80,-1.72,0.64
1.59,0.21,15.36,20.79,-1.72,0.63
1.63,0.19,15.35,20.79,-1.74,0.63
1.61,0.45,15.33,20.78,-1.74,0.62
1.65,0.36,15.31,20.78,-1.75,0.61
1.53,-0.01,15.29,20.77,-1.76,0.60
1.46,0.07,15.28,20.78,-1.77,0.60
1.49,-0.07,15.27,20.77,-1.77,0.59
1.47,0.18,15.26,20.76,-1.77,0.58
1.77,0.01,15.25,20.76,-1.77,0.57
1.57,0.01,15.23,20.75,-1.78,0.56
1.46,0.12,15.22,20.74,-1.79,0.55
1.67,0.38,15.20,20.74,-1.80,0.55
1.57,0.12,15.18,20.74,-1.81,0.54
1.90,-0.20,15.17,20.73,-1.81,0.53
1.64,0.33,15.16,20.73,-1.81,0.52
1.42,0.16,15.14,20.73,-1.82,0.52
1.35,0.06,15.13,20.72,-1.83,0.51
1.75,0.39,15.11,20.71,-1.84,0.50
1.77,0.22,15.09,20.71,-1.85,0.49
1.71,-0.03,15.07,20.70,-1.86,0.48
1.99,0.11,15.06,20.70,-1.86,0.47
1.90,-0.04,15.05,20.69,-1.86,0.47
1.50,0.29,15.04,20.69,-1.86,0.46
1.28,0.17,15.02,20.68,-1.87,0.45
1.57,0.55,15.01,20.67,-1.88,0.44
1.48,0.24,14.99,20.66,-1.89,0.43
1.57,0.42,14.99,20.65,-1.88,0.42
1.68,-0.06,14.97,20.65,-1.89,0.41
1.73,0.45,14.95,20.65,-1.90,0.41
1.32,-0.09,14.94,20.64,-1.90,0.40
1.87,0.34,14.93,20.64,-1.91,0.39
1.35,-0.07,14.91,20.63,-1.92,0.38
1.58,0.55,14.91,20.63,-1.91,0.38
1.64,0.09,14.90,20.63,-1.91,0.37
1.46,0.21,14.89,20.62,-1.91,0.36
1.55,0.00,14.88,20.61,-1.92,0.36
1.68,0.35,14.86,20.60,-1.92,0.35
1.57,0.21,14.85,20.60,-1.93,0.34
1.46,0.06,14.84,20.59,-1.93,0.33
1.49,0.01,1.63,-0.33,0.07,-0.37
1.53,0.26,1.03,-0.53,-0.53,-0.57
1.19,0.30,1.01,-0.53,-0.55,-0.57
1.61,0.25,1.00,-0.53,-0.56,-0.57
1.58,0.21,0.97,-0.54,-0.58,-0.57
1.60,0.03,0.95,-0.54,-0.60,-0.57
1.29,-0.09,0.93,-0.55,-0.62,-0.58
1.43,0.31,0.90,-0.56,-0.65,-0.58
1.50,0.37,0.87,-0.56,-0.67,-0.58
1.45,0.24,0.86,-0.57,-0.69,-0.59
1.11,0.29,0.84,-0.57,-0.70,-0.59
1.39,0.36,0.82,-0.58,-0.72,-0.59
1.32,0.10,0.81,-0.58,-0.73,-0.59
1.59,0.07,0.79,-0.58,-0.75,-0.59
1.50,0.30,0.76,-0.59,-0.77,-0.59
1.86,0.40,0.75,-0.59,-0.78,-0.59
1.49,0.41,0.73,-0.60,-0.79,-0.59
1.44,0.18,0.71,-0.61,-0.81,-0.60
1.37,0.00,0.69,-0.61,-0.82,-0.60
1.40,0.36,0.68,-0.62,-0.83,-0.60
1.24,-0.16,0.67,-0.62,-0.84,-0.61
1.23,0.21,0.65,-0.63,-0.86,-0.61
1.31,0.33,0.63,-0.63,-0.88,-0.61
1.30,-0.04,0.62,-0.64,-0.89,-0.61
1.50,-0.06,0.60,-0.65,-0.90,-0.62
1.05,-0.12,0.58,-0.66,-0.92,-0.63
1.27,0.34,0.56,-0.66,-0.93,-0.63
1.30,0.04,0.56,-0.66,-0.94,-0.63
1.70,-0.02,0.55,-0.67,-0.94,-0.63
1.75,0.55,0.54,-0.68,-0.95,-0.63
1.47,0.04,0.54,-0.68,-0.95,-0.64
1.75,0.49,0.51,-0.69,-0.96,-0.64
1.66,-0.03,0.49,-0.69,-0.98,-0.64
1.37,0.18,0.46,-0.70,-1.01,-0.64
1.06,0.33,0.42,-0.69,-1.04,-0.64
1.07,-0.16,0.40,-0.70,-1.07,-0.64
1.42,-0.22,0.37,-0.71,-1.09,-0.64
1.53,0.35,0.35,-0.71,-1.11,-0.64
1.41,0.29,0.33,-0.70,-1.12,-0.63
1.49,0.00,0.32,-0.71,-1.13,-0.64
1.27,-0.06,0.30,-0.72,-1.14,-0.64
1.15,0.28,0.30,-0.72,-1.15,-0.64
1.12,0.04,0.28,-0.73,-1.16,-0.65
1.15,-0.09,0.28,-0.73,-1.16,-0.65
1.40,0.32,0.28,-0.75,-1.16,-0.66
1.41,-0.10,0.27,-0.75,-1.16,-0.66
1.31,0.34,0.26,-0.75,-1.17,-0.66
1.31,0.00,0.24,-0.76,-1.18,-0.66
1.14,0.40,0.21,-0.77,-1.21,-0.67
1.57,0.55,0.18,-0.77,-1.23,-0.67
1.54,-0.15,0.16,-0.78,-1.25,-0.67
1.02,0.03,0.15,-0.78,-1.26,-0.67
1.35,0.00,0.14,-0.79,-1.26,-0.68
1.45,0.40,0.12,-0.79,-1.28,-0.68
1.35,0.43,0.10,-0.80,-1.29,-0.68
1.47,0.16,0.10,-0.80,-1.29,-0.68
1.45,0.30,0.10,-0.80,-1.28,-0.67
1.57,0.30,0.10,-0.80,-1.28,-0.67
1.37,-0.18,0.10,-0.80,-1.27,-0.67
0.96,0.03,0.11,-0.81,-1.27,-0.68
1.59,0.12,0.08,-0.82,-1.29,-0.68
1.41,0.00,0.08,-0.83,-1.28,-0.69
1.14,-0.06,0.10,-0.83,-1.26,-0.69
1.33,-0.06,0.09,-0.84,-1.26,-0.69
1.69,0.43,0.09,-0.83,-1.26,-0.69
1.09,0.12,0.09,-0.84,-1.25,-0.68
1.99,-0.45,0.11,-0.84,-1.23,-0.69
1.41,0.27,0.13,-0.85,-1.20,-0.69
1.57,0.39,0.15,-0.86,-1.18,-0.70
1.14,0.09,0.17,-0.86,-1.16,-0.69
1.27,1.10,0.10,-0.86,-1.22,-0.69
1.42,0.35,0.03,-0.85,-1.29,-0.68
1.77,-0.76,0.01,-0.79,-1.30,-0.62
1.35,0.43,-0.01,-0.66,-1.32,-0.48
0.39,0.42,-0.11,-0.37,-1.42,-0.19
1.49,1.56,-0.13,0.35,-1.43,0.53
-0.34,2.56,-0.22,1.34,-1.53,1.53
-1.42,9.40,-0.38,2.50,-1.69,2.72
-0.34,6.29,-1.65,3.67,-2.96,3.89
-3.81,6.55,-1.99,5.01,-3.30,5.24
0.67,6.57,-2.13,6.44,-3.44,6.67
1.29,7.61,-1.62,7.93,-2.91,8.16
0.11,8.57,-0.96,9.09,-2.25,9.32
1.16,10.36,-0.41,10.22,-1.69,10.44
1.31,13.18,0.10,11.33,-1.18,11.56
3.59,14.64,0.69,12.27,-0.58,12.51
6.29,15.40,1.19,13.47,-0.06,13.71
5.46,17.21,1.45,14.66,0.22,14.91
4.24,16.91,1.44,15.66,0.22,15.92
3.98,18.47,1.61,16.73,0.39,16.99
3.00,19.64,1.40,17.91,0.19,18.18
4.24,20.56,1.53,18.99,0.32,19.26
3.30,21.29,1.51,20.07,0.31,20.35
4.53,22.71,1.34,21.14,0.16,21.42
5.31,23.99,1.06,22.26,-0.10,22.55
1.66,25.62,0.81,23.53,-0.36,23.82
3.02,25.76,0.44,24.81,-0.72,25.11
3.39,27.09,0.59,26.04,-0.56,26.33
2.75,30.10,0.44,27.52,-0.70,27.83
3.56,29.81,0.25,29.13,-0.88,29.44
2.57,32.90,0.11,30.53,-1.02,30.84
1.82,35.31,0.07,31.84,-1.04,32.17
1.36,36.59,-0.28,33.20,-1.39,33.54
1.77,37.44,-0.43,34.34,-1.53,34.69
2.16,39.22,-0.30,35.49,-1.40,35.85
1.54,39.45,-0.11,36.37,-1.20,36.74
1.75,40.45,0.11,37.11,-0.98,37.50
4.96,41.77,0.31,37.85,-0.76,38.25
3.58,41.63,0.40,38.65,-0.66,39.06
2.02,44.09,0.61,39.48,-0.44,39.91
2.06,44.59,0.87,40.27,-0.18,40.72
3.88,45.04,1.16,40.73,0.11,41.19
6.26,45.25,1.53,40.42,0.51,40.90
5.21,46.89,1.76,39.49,0.74,39.99
5.87,44.61,2.06,38.18,1.06,38.71
7.29,43.34,2.28,36.46,1.30,37.01
8.44,41.22,2.24,34.71,1.28,35.28
4.92,38.13,2.39,32.83,1.43,33.43
4.79,37.33,2.14,30.89,1.20,31.51
4.10,34.47,1.65,28.89,0.71,29.53
3.22,32.35,1.24,26.68,0.30,27.34
1.49,29.35,0.90,24.59,-0.03,25.26
0.00,26.02,0.47,22.37,-0.47,23.06
1.59,22.64,-0.23,19.97,-1.16,20.66
2.98,21.11,-1.23,17.72,-2.15,18.42
0.06,16.84,-2.44,15.33,-3.35,16.04
-0.03,14.54,-2.87,12.76,-3.77,13.48
1.92,13.34,-3.22,10.49,-4.10,11.21
-0.56,10.98,-3.54,8.51,-4.41,9.24
-0.38,10.54,-4.00,6.33,-4.86,7.08
2.98,7.36,-4.29,4.04,-5.13,4.79
4.62,3.49,-5.08,1.80,-5.88,2.56
0.62,2.61,-5.68,-0.79,-6.46,-0.02
0.81,0.36,-6.09,-3.23,-6.85,-2.45
-1.51,-3.69,-6.67,-5.19,-7.41,-4.41
-2.63,-4.62,-7.14,-7.16,-7.86,-6.37
-4.12,-7.98,-7.98,-8.84,-8.69,-8.05
-6.59,-7.92,-9.46,-10.58,-10.16,-9.79
-8.11,-10.47,-11.58,-12.47,-12.27,-11.67
-8.62,-13.04,-13.61,-14.66,-14.29,-13.86
-8.88,-13.67,-13.91,-16.50,-14.57,-15.69
-12.32,-16.74,-14.85,-18.39,-15.50,-17.58
-11.27,-19.53,-16.24,-20.56,-16.88,-19.75
-13.79,-23.32,-17.75,-21.93,-18.37,-21.13
-17.22,-20.42,-18.55,-23.73,-19.17,-22.92
-16.12,-25.38,-19.15,-25.17,-19.76,-24.36
-17.62,-25.66,-19.43,-26.35,-20.04,-25.54
-18.02,-26.09,-19.27,-27.55,-19.88,-26.73
-18.78,-28.43,-20.31,-28.60,-20.92,-27.80
-22.36,-28.63,-20.78,-29.77,-21.40,-28.96
-23.05,-30.41,-22.05,-30.86,-22.67,-30.05
-21.22,-31.59,-22.71,-31.93,-23.33,-31.13
-21.72,-33.70,-22.40,-32.56,-23.02,-31.76
-22.10,-33.82,-23.02,-33.23,-23.65,-32.44
-23.64,-32.80,-23.26,-34.07,-23.89,-33.28
-25.74,-35.13,-23.79,-34.72,-24.43,-33.93
-25.40,-35.74,-24.71,-35.53,-25.35,-34.75
-26.86,-37.06,-25.04,-36.09,-25.70,-35.31
-23.64,-35.79,-25.04,-36.14,-25.70,-35.36
-23.99,-36.15,-25.09,-35.68,-25.75,-34.91
-25.80,-36.73,-24.99,-34.45,-25.66,-33.69
-25.49,-33.04,-25.34,-32.69,-26.01,-31.94
-25.29,-30.75,-25.78,-31.13,-26.45,-30.38
-27.01,-31.29,-27.29,-29.96,-27.97,-29.22
-27.59,-31.41,-29.56,-28.41,-30.23,-27.68
-30.23,-29.93,-31.85,-26.68,-32.52,-25.97
-30.83,-27.15,-32.64,-25.00,-33.30,-24.30
-30.13,-24.21,-33.08,-22.96,-33.73,-22.26
-31.23,-23.00,-34.59,-20.93,-35.24,-20.25
-34.34,-22.54,-36.05,-19.26,-36.69,-18.59
-36.58,-21.45,-37.68,-17.97,-38.32,-17.32
-37.02,-19.86,-38.92,-16.82,-39.55,-16.19
-39.18,-19.48,-40.17,-15.92,-40.80,-15.31
-40.02,-17.76,-41.91,-15.00,-42.54,-14.40
-40.42,-18.76,-44.25,-13.71,-44.87,-13.12
-42.47,-15.65,-46.00,-12.56,-46.61,-12.00
-46.12,-13.55,-46.97,-11.98,-47.58,-11.43
-47.07,-13.90,-48.75,-11.13,-49.35,-10.58
-47.84,-13.16,-51.19,-9.96,-51.78,-9.43
-49.57,-13.17,-52.98,-8.97,-53.57,-8.46
-52.13,-10.59,-54.52,-8.26,-55.10,-7.76
-52.45,-12.20,-55.64,-7.25,-56.21,-6.78
-55.91,-10.97,-56.15,-6.30,-56.72,-5.85
-54.58,-8.96,-56.87,-5.33,-57.44,-4.89
-55.16,-9.82,-57.48,-4.39,-58.05,-3.97
-56.21,-8.95,-58.34,-3.45,-58.90,-3.06
-59.17,-7.13,-59.82,-2.72,-60.38,-2.34
-56.68,-4.29,-59.81,-2.10,-60.36,-1.74
-56.35,-3.44,-58.12,-1.57,-58.67,-1.21
-57.12,-3.58,-57.63,-0.68,-58.18,-0.34
-56.19,-2.32,-55.57,-0.18,-56.12,0.15
-53.99,-2.86,-53.54,0.35,-54.10,0.66
-51.11,-2.34,-52.02,1.30,-52.58,1.59
-51.32,1.16,-48.89,2.00,-49.47,2.29
-44.42,-2.12,-45.07,2.12,-45.65,2.39
-43.70,-2.85,-42.62,2.31,-43.21,2.56
-37.47,1.45,-39.68,2.25,-40.26,2.50
-34.82,-0.30,-36.74,2.66,-37.32,2.90
-33.92,1.57,-34.14,3.07,-34.73,3.30
-30.21,0.19,-31.79,3.34,-32.37,3.55
-25.93,1.13,-29.89,3.58,-30.46,3.79
-27.22,2.09,-27.81,3.77,-28.38,3.97
-22.63,2.52,-25.20,4.05,-25.76,4.24
-21.34,2.86,-21.10,4.50,-21.66,4.68
-15.12,2.87,-17.17,4.89,-17.74,5.07
-11.69,3.99,-13.52,5.21,-14.08,5.38
-8.92,3.70,-10.18,5.34,-10.74,5.50
-2.80,3.74,-7.44,5.54,-7.99,5.70
0.07,4.86,-4.85,5.76,-5.37,5.91
1.60,5.78,-2.04,6.22,-2.56,6.37
4.31,6.37,1.08,6.72,0.57,6.86
8.80,5.96,4.05,7.26,3.55,7.39
12.57,6.19,6.19,7.69,5.72,7.82
13.63,7.97,8.67,8.06,8.21,8.19
17.37,7.33,11.15,8.37,10.71,8.49
19.62,6.65,13.51,8.58,13.09,8.69
22.82,8.26,15.64,8.77,15.25,8.89
24.39,8.12,17.70,8.96,17.33,9.07
26.17,7.34,19.82,9.18,19.47,9.28
29.11,8.34,22.02,9.41,21.69,9.51
31.25,7.92,23.91,9.58,23.60,9.67
33.99,9.00,25.57,9.66,25.30,9.75
34.74,9.91,27.14,9.73,26.89,9.82
37.46,9.62,28.34,9.91,28.13,9.99
36.32,8.83,28.99,10.16,28.79,10.23
39.64,10.45,29.25,10.35,29.09,10.43
37.45,8.50,29.51,10.44,29.38,10.51
38.04,9.14,29.58,10.54,29.47,10.60
39.26,9.64,29.61,10.82,29.54,10.88
39.10,8.70,29.48,11.06,29.44,11.11
38.85,8.70,28.32,11.39,28.32,11.43
36.91,11.31,27.11,11.55,27.14,11.59
37.68,10.97,25.61,11.56,25.69,11.59
33.98,11.35,22.29,11.88,22.40,11.91
31.79,9.67,18.92,12.00,19.08,12.03
26.85,11.35,15.70,11.77,15.89,11.79
24.93,10.59,11.09,11.78,11.33,11.80
20.15,11.24,7.97,11.53,8.26,11.54
14.23,10.05,5.92,11.29,6.23,11.30
13.28,10.63,2.88,11.34,3.23,11.34
8.81,9.39,0.11,11.25,0.48,11.25
6.99,9.13,-2.83,11.11,-2.42,11.10
4.13,10.71,-5.81,10.94,-5.37,10.93
0.76,9.08,-9.30,11.23,-8.83,11.21
-5.50,9.16,-15.43,11.81,-14.93,11.78
-9.01,11.11,-20.65,11.90,-20.11,11.87
-14.83,9.86,-23.74,11.59,-23.18,11.55
-19.67,9.48,-26.80,11.03,-26.21,10.98
-22.81,9.53,-30.56,10.41,-29.95,10.36
-28.01,9.50,-33.96,10.02,-33.34,9.97
-30.34,10.30,-38.20,9.63,-37.56,9.58
-33.33,7.96,-41.27,9.12,-40.60,9.06
-37.50,7.15,-44.05,8.68,-43.36,8.62
-40.55,7.91,-46.55,8.21,-45.84,8.14
-40.74,5.29,-49.67,7.99,-48.94,7.92
-45.88,5.88,-52.48,7.90,-51.74,7.82
-50.89,7.97,-54.68,7.68,-53.93,7.60
-50.26,5.04,-57.91,7.87,-57.14,7.78
-57.98,6.40,-61.30,8.15,-60.53,8.06
-58.98,6.85,-63.51,8.36,-62.73,8.26
-61.34,9.43,-65.52,8.50,-64.73,8.40
-65.55,8.64,-67.77,8.52,-66.98,8.42
-66.04,10.64,-69.03,8.51,-68.23,8.43
-66.02,8.10,-69.96,8.40,-69.16,8.31
-68.11,8.12,-70.95,8.28,-70.14,8.19
-68.72,9.63,-71.10,8.17,-70.29,8.08
-67.51,7.10,-71.39,8.26,-70.58,8.17
-67.04,3.03,-71.23,8.36,-70.41,8.25
-67.23,5.68,-69.72,8.12,-68.91,8.00
-65.36,7.79,-69.15,8.11,-68.33,7.99
-66.98,5.20,-67.89,8.20,-67.07,8.07
-62.77,6.91,-65.19,8.10,-64.38,7.96
-60.57,6.43,-63.61,8.43,-62.80,8.28
-60.81,2.72,-60.85,8.61,-60.04,8.44
-57.86,8.01,-56.13,8.42,-55.34,8.25
-51.29,4.39,-52.59,8.59,-51.81,8.41
-48.79,4.38,-49.37,8.89,-48.59,8.69
-43.16,7.62,-45.26,9.19,-44.48,8.98
-41.39,5.59,-41.30,9.48,-40.53,9.26
-34.81,6.05,-38.61,9.94,-37.83,9.70
-32.55,6.46,-35.07,10.22,-34.29,9.97
-27.77,6.70,-31.66,10.57,-30.88,10.30
-25.76,7.18,-28.08,11.05,-27.30,10.76
-19.25,7.99,-24.22,11.45,-23.43,11.15
-17.31,7.76,-20.14,11.90,-19.34,11.59
-10.88,9.90,-16.60,12.48,-15.79,12.16
-7.17,9.79,-13.36,13.36,-12.54,13.03
-4.88,10.82,-10.26,14.20,-9.42,13.86
-1.42,11.18,-8.35,15.41,-7.49,15.05
0.56,12.83,-6.75,16.62,-5.88,16.24
1.07,14.60,-5.63,17.91,-4.74,17.52
4.01,17.26,-5.58,19.69,-4.66,19.30
3.64,16.87,-5.12,21.35,-4.17,20.94
5.55,18.72,-4.78,22.82,-3.80,22.40
4.42,21.18,-4.88,24.27,-3.88,23.83
6.06,22.42,-4.76,25.54,-3.72,25.09
3.71,22.42,-5.17,26.91,-4.11,26.44
3.30,24.18,-5.52,28.35,-4.43,27.87
2.90,24.07,-5.23,29.79,-4.12,29.29
4.42,27.94,-5.24,31.17,-4.10,30.66
5.27,29.21,-5.34,32.49,-4.17,31.97
4.34,30.20,-5.26,33.97,-4.06,33.44
3.93,32.78,-5.13,35.58,-3.91,35.03
5.38,34.43,-4.94,36.94,-3.69,36.39
5.00,35.17,-4.98,38.30,-3.70,37.74
3.82,38.02,-4.69,39.61,-3.39,39.04
5.80,39.62,-4.13,40.88,-2.79,40.31
6.19,40.09,-4.06,42.22,-2.70,41.64
5.16,41.95,-3.92,43.41,-2.53,42.83
5.17,43.48,-3.89,44.63,-2.48,44.05
6.58,43.88,-3.67,45.76,-2.23,45.17
7.44,45.69,-3.48,46.80,-2.01,46.21
5.41,46.65,-3.25,47.73,-1.75,47.13
8.65,47.99,-3.08,48.66,-1.55,48.07
8.55,47.31,-2.82,49.37,-1.26,48.78
6.89,48.18,-2.68,49.90,-1.09,49.30
6.11,50.49,-2.68,50.43,-1.07,49.83
7.40,51.53,-2.65,51.04,-1.01,50.44
9.68,51.52,-2.61,51.71,-0.94,51.11
8.79,51.66,-2.24,52.44,-0.54,51.84
11.35,52.64,-2.04,53.17,-0.30,52.57
9.44,52.62,-1.94,53.88,-0.16,53.28
11.10,54.42,-1.76,54.45,0.06,53.85
9.18,54.03,-1.65,54.83,0.19,54.23
11.61,55.07,-1.78,55.16,0.11,54.57
10.06,55.46,-1.84,55.38,0.08,54.79
11.18,57.20,-1.89,55.72,0.07,55.13
9.34,57.00,-2.01,56.18,-0.02,55.60
10.68,57.13,-1.85,56.60,0.17,56.02
14.84,56.87,-2.00,57.09,0.08,56.52
12.58,58.24,-2.11,57.49,0.01,56.92
8.66,58.85,-2.00,57.76,0.15,57.20
9.71,58.77,-1.85,57.97,0.33,57.41
12.93,58.89,-1.90,58.00,0.33,57.44
10.96,58.82,-1.94,57.84,0.32,57.29
10.91,59.56,-2.01,57.58,0.29,57.05
11.29,58.07,-2.14,57.24,0.19,56.70
9.65,57.65,-2.27,56.88,0.10,56.35
9.79,57.81,-2.25,56.45,0.15,55.93
9.54,56.35,-2.17,55.90,0.26,55.38
10.75,55.09,-2.08,54.89,0.39,54.37
9.86,54.76,-2.15,53.24,0.35,52.74
9.16,53.75,-2.49,51.36,0.04,50.86
6.67,50.86,-2.70,49.08,-0.15,48.59
6.67,47.61,-3.03,46.70,-0.46,46.22
5.30,44.64,-3.64,44.05,-1.05,43.57
5.66,41.50,-4.27,41.07,-1.65,40.59
6.67,39.34,-5.21,38.01,-2.56,37.55
1.42,34.63,-6.46,34.92,-3.80,34.46
0.53,29.94,-7.55,31.83,-4.87,31.36
2.59,30.81,-8.32,28.82,-5.62,28.36
1.84,26.20,-9.14,25.86,-6.41,25.41
0.72,20.89,-9.77,23.05,-7.01,22.58
-0.25,19.22,-11.32,20.35,-8.54,19.88
-0.70,17.48,-12.55,17.47,-9.74,17.00
